,County,WRIA Number,Site,Lab Sample Number,Collect Date,Parameter,Dominance,loc_idx,geometry
1130,Cowlitz,26.0,Silver,L48822-1,08/12/2009,Oocystis sp.,Present,250,POINT (-122.789606 46.293019)
1131,Cowlitz,26.0,Silver,L48822-1,08/12/2009,Scenedesmus sp.,Present,250,POINT (-122.789606 46.293019)
1132,Cowlitz,26.0,Silver,L48822-1,08/12/2009,Trachelomonas sp.,Present,250,POINT (-122.789606 46.293019)
1133,Cowlitz,26.0,Silver,L48792-1,08/10/2009,Aulacoseira sp.,Dominant,250,POINT (-122.789606 46.293019)
1134,Cowlitz,26.0,Silver,L48792-1,08/10/2009,Ceratium sp.,Subdominant,250,POINT (-122.789606 46.293019)
1135,Cowlitz,26.0,Silver,L48792-1,08/10/2009,Closteriopsis sp.,Present,250,POINT (-122.789606 46.293019)
1136,Cowlitz,26.0,Silver,L48792-1,08/10/2009,Cryptomonas sp.,Present,250,POINT (-122.789606 46.293019)
1137,Cowlitz,26.0,Silver,L48792-1,08/10/2009,Dinobryon sp.,Present,250,POINT (-122.789606 46.293019)
1138,Cowlitz,26.0,Silver,L48792-1,08/10/2009,Trachelomonas sp.,Present,250,POINT (-122.789606 46.293019)
1139,Cowlitz,26.0,Silver,L48792-1,08/10/2009,Unicellular Green 4-7 microns,Present,250,POINT (-122.789606 46.293019)
1140,Cowlitz,26.0,Silver,L48792-1,08/10/2009,Woronichinia sp.,Present,250,POINT (-122.789606 46.293019)
1141,Cowlitz,26.0,Silver,L48750-3,08/03/2009,Anabaena: trichome regularly coiled,Present,250,POINT (-122.789606 46.293019)
1142,Cowlitz,26.0,Silver,L48750-3,08/03/2009,Anabaena: trichome straight,Present,250,POINT (-122.789606 46.293019)
1143,Cowlitz,26.0,Silver,L48750-2,08/03/2009,Anabaena: trichome straight,Present,250,POINT (-122.789606 46.293019)
1144,Cowlitz,26.0,Silver,L48750-1,08/03/2009,Anabaena: trichome straight,Present,250,POINT (-122.789606 46.293019)
1145,Cowlitz,26.0,Silver,L48750-1,08/03/2009,Aphanizomenon sp.,Present,250,POINT (-122.789606 46.293019)
1146,Cowlitz,26.0,Silver,L48750-2,08/03/2009,Aulacoseira sp.,Dominant,250,POINT (-122.789606 46.293019)
1147,Cowlitz,26.0,Silver,L48750-3,08/03/2009,Aulacoseira sp.,Dominant,250,POINT (-122.789606 46.293019)
1148,Cowlitz,26.0,Silver,L48750-2,08/03/2009,Botryococcus sp.,Present,250,POINT (-122.789606 46.293019)
1149,Cowlitz,26.0,Silver,L48750-3,08/03/2009,Ceratium sp.,Present,250,POINT (-122.789606 46.293019)
1150,Cowlitz,26.0,Silver,L48750-1,08/03/2009,Ceratium sp.,Present,250,POINT (-122.789606 46.293019)
1151,Cowlitz,26.0,Silver,L48750-3,08/03/2009,Closteriopsis sp.,Subdominant,250,POINT (-122.789606 46.293019)
1152,Cowlitz,26.0,Silver,L48750-2,08/03/2009,Closteriopsis sp.,Subdominant,250,POINT (-122.789606 46.293019)
1153,Cowlitz,26.0,Silver,L48750-1,08/03/2009,Closteriopsis sp.,Dominant,250,POINT (-122.789606 46.293019)
1154,Cowlitz,26.0,Silver,L48750-2,08/03/2009,Cryptomonas sp.,Present,250,POINT (-122.789606 46.293019)
1155,Cowlitz,26.0,Silver,L48750-3,08/03/2009,Cryptomonas sp.,Present,250,POINT (-122.789606 46.293019)
1156,Cowlitz,26.0,Silver,L48750-1,08/03/2009,Cryptomonas sp.,Subdominant,250,POINT (-122.789606 46.293019)
1157,Cowlitz,26.0,Silver,L48750-2,08/03/2009,Dinobryon sp.,Present,250,POINT (-122.789606 46.293019)
1158,Cowlitz,26.0,Silver,L48750-2,08/03/2009,Microcystis sp.,Present,250,POINT (-122.789606 46.293019)
1159,Cowlitz,26.0,Silver,L48750-2,08/03/2009,Oocystis sp.,Present,250,POINT (-122.789606 46.293019)
1160,Cowlitz,26.0,Silver,L48750-2,08/03/2009,Oscillatoria sp.,Present,250,POINT (-122.789606 46.293019)
1161,Cowlitz,26.0,Silver,L48750-1,08/03/2009,Pediastrum sp.,Present,250,POINT (-122.789606 46.293019)
1162,Cowlitz,26.0,Silver,L48750-1,08/03/2009,Phacus sp.,Present,250,POINT (-122.789606 46.293019)
1163,Cowlitz,26.0,Silver,L48750-3,08/03/2009,Scenedesmus sp.,Present,250,POINT (-122.789606 46.293019)
1164,Cowlitz,26.0,Silver,L48750-2,08/03/2009,Sphaerocystis sp.,Present,250,POINT (-122.789606 46.293019)
1165,Cowlitz,26.0,Silver,L48750-2,08/03/2009,Trachelomonas sp.,Present,250,POINT (-122.789606 46.293019)
1166,Cowlitz,26.0,Silver,L48750-3,08/03/2009,Trachelomonas sp.,Present,250,POINT (-122.789606 46.293019)
1167,Cowlitz,26.0,Silver,L48750-1,08/03/2009,Trachelomonas sp.,Present,250,POINT (-122.789606 46.293019)
1168,Cowlitz,26.0,Silver,L48750-2,08/03/2009,Unidentified Diatom,Present,250,POINT (-122.789606 46.293019)
1169,Cowlitz,26.0,Silver,L48750-2,08/03/2009,Woronichinia sp.,Present,250,POINT (-122.789606 46.293019)
1170,Cowlitz,26.0,Silver,L48750-3,08/03/2009,Woronichinia sp.,Present,250,POINT (-122.789606 46.293019)
1171,Cowlitz,26.0,Silver,L48695-2,07/27/2009,Anabaena: trichome irregularly twisted,Present,250,POINT (-122.789606 46.293019)
1172,Cowlitz,26.0,Silver,L48695-2,07/27/2009,Anabaena: trichome regularly coiled,Present,250,POINT (-122.789606 46.293019)
1173,Cowlitz,26.0,Silver,L48695-2,07/27/2009,Anabaena: trichome straight,Dominant,250,POINT (-122.789606 46.293019)
1174,Cowlitz,26.0,Silver,L48695-2,07/27/2009,Botryococcus sp.,Present,250,POINT (-122.789606 46.293019)
1175,Cowlitz,26.0,Silver,L48695-2,07/27/2009,Closteriopsis sp.,Present,250,POINT (-122.789606 46.293019)
1176,Cowlitz,26.0,Silver,L48695-2,07/27/2009,Microcystis sp.,Present,250,POINT (-122.789606 46.293019)
1177,Cowlitz,26.0,Silver,L48695-2,07/27/2009,Woronichinia sp.,Subdominant,250,POINT (-122.789606 46.293019)
1178,Cowlitz,26.0,Silver,L48577-2,07/14/2009,Anabaena: trichome straight,Dominant,250,POINT (-122.789606 46.293019)
1179,Cowlitz,26.0,Silver,L48577-2,07/14/2009,Closteriopsis sp.,Present,250,POINT (-122.789606 46.293019)
1180,Cowlitz,26.0,Silver,L48577-2,07/14/2009,Closterium sp.,Present,250,POINT (-122.789606 46.293019)
1181,Cowlitz,26.0,Silver,L48577-2,07/14/2009,Lepocinclis sp.,Present,250,POINT (-122.789606 46.293019)
1182,Cowlitz,26.0,Silver,L48577-2,07/14/2009,Pediastrum sp.,Subdominant,250,POINT (-122.789606 46.293019)
1183,Cowlitz,26.0,Silver,L48577-2,07/14/2009,Unidentified Diatom,Present,250,POINT (-122.789606 46.293019)
1184,Cowlitz,26.0,Silver,L48577-2,07/14/2009,Woronichinia sp.,Present,250,POINT (-122.789606 46.293019)
1185,Cowlitz,26.0,Silver,L46841-5,10/27/2008,Anabaena: trichome irregularly twisted,Subdominant,250,POINT (-122.789606 46.293019)
1186,Cowlitz,26.0,Silver,L46841-5,10/27/2008,Anabaena: trichome regularly coiled,Present,250,POINT (-122.789606 46.293019)
1187,Cowlitz,26.0,Silver,L46841-5,10/27/2008,Anabaena: trichome straight,Present,250,POINT (-122.789606 46.293019)
1188,Cowlitz,26.0,Silver,L46841-5,10/27/2008,Aphanizomenon sp.,Present,250,POINT (-122.789606 46.293019)
1189,Cowlitz,26.0,Silver,L46841-5,10/27/2008,Asterionella,Present,250,POINT (-122.789606 46.293019)
1190,Cowlitz,26.0,Silver,L46841-5,10/27/2008,Aulacoseira sp.,Dominant,250,POINT (-122.789606 46.293019)
1191,Cowlitz,26.0,Silver,L46841-5,10/27/2008,Cryptomonas sp.,Present,250,POINT (-122.789606 46.293019)
1192,Cowlitz,26.0,Silver,L46841-5,10/27/2008,Dinobryon sp.,Present,250,POINT (-122.789606 46.293019)
1193,Cowlitz,26.0,Silver,L46841-5,10/27/2008,Fragilaria sp.,Present,250,POINT (-122.789606 46.293019)
1194,Cowlitz,26.0,Silver,L46841-5,10/27/2008,Microcystis sp.,Present,250,POINT (-122.789606 46.293019)
1195,Cowlitz,26.0,Silver,L46841-5,10/27/2008,Synedra sp.,Present,250,POINT (-122.789606 46.293019)
1196,Cowlitz,26.0,Silver,L46841-5,10/27/2008,Woronichinia sp.,Present,250,POINT (-122.789606 46.293019)
1197,Cowlitz,26.0,Silver,L46588-2,09/23/2008,Anabaena: trichome straight,Subdominant,250,POINT (-122.789606 46.293019)
1198,Cowlitz,26.0,Silver,L46588-2,09/23/2008,Aphanizomenon sp.,Present,250,POINT (-122.789606 46.293019)
1199,Cowlitz,26.0,Silver,L46588-2,09/23/2008,Asterionella,Present,250,POINT (-122.789606 46.293019)
1200,Cowlitz,26.0,Silver,L46588-2,09/23/2008,Aulacoseira sp.,Dominant,250,POINT (-122.789606 46.293019)
1201,Cowlitz,26.0,Silver,L46588-2,09/23/2008,Ceratium sp.,Present,250,POINT (-122.789606 46.293019)
1202,Cowlitz,26.0,Silver,L46588-2,09/23/2008,Cryptomonas sp.,Present,250,POINT (-122.789606 46.293019)
1203,Cowlitz,26.0,Silver,L46588-2,09/23/2008,Cyclotella sp.,Present,250,POINT (-122.789606 46.293019)
1204,Cowlitz,26.0,Silver,L46588-2,09/23/2008,Dinobryon sp.,Present,250,POINT (-122.789606 46.293019)
1205,Cowlitz,26.0,Silver,L46588-2,09/23/2008,Pediastrum sp.,Present,250,POINT (-122.789606 46.293019)
1206,Cowlitz,26.0,Silver,L46588-2,09/23/2008,Scenedesmus sp.,Present,250,POINT (-122.789606 46.293019)
1207,Cowlitz,26.0,Silver,L46588-2,09/23/2008,Synedra sp.,Present,250,POINT (-122.789606 46.293019)
1208,Cowlitz,26.0,Silver,L46497-2,09/08/2008,Actinastrum sp.,Present,250,POINT (-122.789606 46.293019)
1209,Cowlitz,26.0,Silver,L46497-2,09/08/2008,Anabaena: trichome irregularly twisted,Present,250,POINT (-122.789606 46.293019)
1210,Cowlitz,26.0,Silver,L46497-2,09/08/2008,Anabaena: trichome regularly coiled,Present,250,POINT (-122.789606 46.293019)
1211,Cowlitz,26.0,Silver,L46497-2,09/08/2008,Ankistrodesmus sp.,Present,250,POINT (-122.789606 46.293019)
1212,Cowlitz,26.0,Silver,L46497-2,09/08/2008,Asterionella,Present,250,POINT (-122.789606 46.293019)
1213,Cowlitz,26.0,Silver,L46497-2,09/08/2008,Aulacoseira sp.,Dominant,250,POINT (-122.789606 46.293019)
1214,Cowlitz,26.0,Silver,L46497-2,09/08/2008,Ceratium sp.,Present,250,POINT (-122.789606 46.293019)
1215,Cowlitz,26.0,Silver,L46497-2,09/08/2008,Cocconeis sp.,Present,250,POINT (-122.789606 46.293019)
1216,Cowlitz,26.0,Silver,L46497-2,09/08/2008,Dinobryon sp.,Subdominant,250,POINT (-122.789606 46.293019)
1217,Cowlitz,26.0,Silver,L46497-2,09/08/2008,Elakatothrix sp.,Present,250,POINT (-122.789606 46.293019)
1218,Cowlitz,26.0,Silver,L46497-2,09/08/2008,Mallomonas sp.,Present,250,POINT (-122.789606 46.293019)
1219,Cowlitz,26.0,Silver,L46497-2,09/08/2008,Melosira sp.,Present,250,POINT (-122.789606 46.293019)
1220,Cowlitz,26.0,Silver,L46497-2,09/08/2008,Pediastrum sp.,Present,250,POINT (-122.789606 46.293019)
1221,Cowlitz,26.0,Silver,L46497-2,09/08/2008,Scenedesmus sp.,Present,250,POINT (-122.789606 46.293019)
1222,Cowlitz,26.0,Silver,L46497-2,09/08/2008,Sphaerocystis sp.,Present,250,POINT (-122.789606 46.293019)
1223,Cowlitz,26.0,Silver,L46497-2,09/08/2008,Synedra sp.,Present,250,POINT (-122.789606 46.293019)
1224,Cowlitz,26.0,Silver,L46497-2,09/08/2008,Tabellaria sp.,Present,250,POINT (-122.789606 46.293019)
1225,Douglas,44.0,Hammond,L67981-1,06/07/2017,Anabaena: trichome irregularly twisted,Present,117,POINT (-120.123926 47.369506)
1226,Douglas,44.0,Hammond,L67981-1,06/07/2017,Aphanizomenon sp.,Present,117,POINT (-120.123926 47.369506)
1227,Douglas,44.0,Hammond,L67981-1,06/07/2017,Aulacoseira sp.,Present,117,POINT (-120.123926 47.369506)
1228,Douglas,44.0,Hammond,L67981-1,06/07/2017,Boytryococcus sp.,Present,117,POINT (-120.123926 47.369506)
1229,Douglas,44.0,Hammond,L67981-1,06/07/2017,Closterium sp.,Present,117,POINT (-120.123926 47.369506)
1230,Douglas,44.0,Hammond,L67981-1,06/07/2017,Craticula sp.,Subdominant,117,POINT (-120.123926 47.369506)
1231,Douglas,44.0,Hammond,L67981-1,06/07/2017,Cymatopleura sp.,Present,117,POINT (-120.123926 47.369506)
1232,Douglas,44.0,Hammond,L67981-1,06/07/2017,Cymbella sp.,Present,117,POINT (-120.123926 47.369506)
1233,Douglas,44.0,Hammond,L67981-1,06/07/2017,Encyonema sp.,Present,117,POINT (-120.123926 47.369506)
1234,Douglas,44.0,Hammond,L67981-1,06/07/2017,Euglena sp.,Present,117,POINT (-120.123926 47.369506)
1235,Douglas,44.0,Hammond,L67981-1,06/07/2017,Fragilaria sp.,Present,117,POINT (-120.123926 47.369506)
1236,Douglas,44.0,Hammond,L67981-1,06/07/2017,Gomphonema sp.,Present,117,POINT (-120.123926 47.369506)
1237,Douglas,44.0,Hammond,L67981-1,06/07/2017,Navicula sp.,Present,117,POINT (-120.123926 47.369506)
1238,Douglas,44.0,Hammond,L67981-1,06/07/2017,Nitzschia sp.,Present,117,POINT (-120.123926 47.369506)
1239,Douglas,44.0,Hammond,L67981-1,06/07/2017,Oocystis sp.,Present,117,POINT (-120.123926 47.369506)
1240,Douglas,44.0,Hammond,L67981-1,06/07/2017,Oscillatoria sp.,Dominant,117,POINT (-120.123926 47.369506)
1241,Douglas,44.0,Hammond,L67981-1,06/07/2017,Pediastrum sp.,Present,117,POINT (-120.123926 47.369506)
1242,Douglas,44.0,Hammond,L67981-1,06/07/2017,Phacus sp.,Present,117,POINT (-120.123926 47.369506)
1243,Douglas,44.0,Hammond,L67981-1,06/07/2017,Pseudanabaena sp.,Present,117,POINT (-120.123926 47.369506)
1244,Douglas,44.0,Hammond,L67981-1,06/07/2017,Rhoicosphenia sp.,Present,117,POINT (-120.123926 47.369506)
1245,Douglas,44.0,Hammond,L67981-1,06/07/2017,Scenedesmus sp.,Present,117,POINT (-120.123926 47.369506)
1246,Douglas,44.0,Hammond,L67981-1,06/07/2017,Sphaerocystis sp.,Present,117,POINT (-120.123926 47.369506)
1247,Douglas,44.0,Hammond,L67981-1,06/07/2017,Spirogyra sp.,Present,117,POINT (-120.123926 47.369506)
1248,Douglas,44.0,Hammond,L67981-1,06/07/2017,Staurastrum sp.,Present,117,POINT (-120.123926 47.369506)
1249,Douglas,44.0,Hammond,L67981-1,06/07/2017,Synedra sp.,Present,117,POINT (-120.123926 47.369506)
1250,Douglas,44.0,Hammond,L67981-1,06/07/2017,Trachelomonas sp.,Present,117,POINT (-120.123926 47.369506)
1251,Douglas,44.0,Hammond,L67981-1,06/07/2017,Undetermined Diatom: Pennate,Present,117,POINT (-120.123926 47.369506)
1252,Douglas,44.0,Hammond,L63383-1,07/30/2015,Closterium sp.,Present,117,POINT (-120.123926 47.369506)
1253,Douglas,44.0,Hammond,L63383-1,07/30/2015,Cosmarium sp.,Present,117,POINT (-120.123926 47.369506)
1254,Douglas,44.0,Hammond,L63383-1,07/30/2015,Cryptomonas sp.,Present,117,POINT (-120.123926 47.369506)
1255,Douglas,44.0,Hammond,L63383-1,07/30/2015,Cymbella sp.,Present,117,POINT (-120.123926 47.369506)
1256,Douglas,44.0,Hammond,L63383-1,07/30/2015,Euglena sp.,Present,117,POINT (-120.123926 47.369506)
1257,Douglas,44.0,Hammond,L63383-1,07/30/2015,Gomphonema sp.,Present,117,POINT (-120.123926 47.369506)
1258,Douglas,44.0,Hammond,L63383-1,07/30/2015,Merismopedia sp.,Present,117,POINT (-120.123926 47.369506)
1259,Douglas,44.0,Hammond,L63383-1,07/30/2015,Navicula sp.,Present,117,POINT (-120.123926 47.369506)
1260,Douglas,44.0,Hammond,L63383-1,07/30/2015,Nitzschia sp.,Subdominant,117,POINT (-120.123926 47.369506)
1261,Douglas,44.0,Hammond,L63383-1,07/30/2015,Pediastrum sp.,Present,117,POINT (-120.123926 47.369506)
1262,Douglas,44.0,Hammond,L63383-1,07/30/2015,Phormidium sp.,Dominant,117,POINT (-120.123926 47.369506)
1263,Douglas,44.0,Hammond,L63383-1,07/30/2015,Pseudoanabaena sp.,Present,117,POINT (-120.123926 47.369506)
1264,Douglas,44.0,Hammond,L63383-1,07/30/2015,Scenedesmus sp.,Present,117,POINT (-120.123926 47.369506)
1265,Douglas,44.0,Hammond,L63383-1,07/30/2015,Sphaerocystis sp.,Present,117,POINT (-120.123926 47.369506)
1266,Douglas,44.0,Hammond,L63383-1,07/30/2015,Synedra sp.,Present,117,POINT (-120.123926 47.369506)
1267,Douglas,44.0,Hammond,L63383-1,07/30/2015,Trachelomonas sp.,Present,117,POINT (-120.123926 47.369506)
1268,Douglas,44.0,Hammond,L63383-1,07/30/2015,Undetermined Filament,Present,117,POINT (-120.123926 47.369506)
1269,Douglas,44.0,Hammond,L63383-1,07/30/2015,Undetermined Pennate Diatom,Present,117,POINT (-120.123926 47.369506)
1270,Douglas,44.0,Hammond,L63266-2,07/15/2015,Arthrospira sp.,Present,117,POINT (-120.123926 47.369506)
1271,Douglas,44.0,Hammond,L63266-2,07/15/2015,Chlamydomonas sp.,Present,117,POINT (-120.123926 47.369506)
1272,Douglas,44.0,Hammond,L63266-2,07/15/2015,Closterium sp.,Present,117,POINT (-120.123926 47.369506)
1273,Douglas,44.0,Hammond,L63266-2,07/15/2015,Cosmarium sp.,Present,117,POINT (-120.123926 47.369506)
1274,Douglas,44.0,Hammond,L63266-2,07/15/2015,Mallomonas sp.,Present,117,POINT (-120.123926 47.369506)
1275,Douglas,44.0,Hammond,L63266-2,07/15/2015,Navicula sp.,Present,117,POINT (-120.123926 47.369506)
1276,Douglas,44.0,Hammond,L63266-2,07/15/2015,Nitzschia sp.,Present,117,POINT (-120.123926 47.369506)
1277,Douglas,44.0,Hammond,L63266-2,07/15/2015,Oscillatoria sp.,Dominant,117,POINT (-120.123926 47.369506)
1278,Douglas,44.0,Hammond,L63266-2,07/15/2015,Pediastrum sp.,Present,117,POINT (-120.123926 47.369506)
1279,Douglas,44.0,Hammond,L63266-2,07/15/2015,Phormidium sp.,Subdominant,117,POINT (-120.123926 47.369506)
1280,Douglas,44.0,Hammond,L63266-2,07/15/2015,Planktothrix sp.,Present,117,POINT (-120.123926 47.369506)
1281,Douglas,44.0,Hammond,L63266-2,07/15/2015,Pseudoanabaena sp.,Present,117,POINT (-120.123926 47.369506)
1282,Douglas,44.0,Hammond,L63266-2,07/15/2015,Stauroneis sp.,Present,117,POINT (-120.123926 47.369506)
1283,Douglas,44.0,Hammond,L63266-2,07/15/2015,Stephanodiscus sp.,Present,117,POINT (-120.123926 47.369506)
1284,Douglas,44.0,Hammond,L63266-1,07/14/2015,Chlamydomonas sp.,Present,117,POINT (-120.123926 47.369506)
1285,Douglas,44.0,Hammond,L63266-1,07/14/2015,Closterium sp.,Present,117,POINT (-120.123926 47.369506)
1286,Douglas,44.0,Hammond,L63266-1,07/14/2015,Gomphonema sp.,Present,117,POINT (-120.123926 47.369506)
1287,Douglas,44.0,Hammond,L63266-1,07/14/2015,Navicula sp.,Present,117,POINT (-120.123926 47.369506)
1288,Douglas,44.0,Hammond,L63266-1,07/14/2015,Oscillatoria sp.,Subdominant,117,POINT (-120.123926 47.369506)
1289,Douglas,44.0,Hammond,L63266-1,07/14/2015,Pandorina/Eudorina,Present,117,POINT (-120.123926 47.369506)
1290,Douglas,44.0,Hammond,L63266-1,07/14/2015,Pseudoanabaena sp.,Dominant,117,POINT (-120.123926 47.369506)
1291,Douglas,44.0,Hammond,L63266-1,07/14/2015,Undetermined Pennate Diatom,Present,117,POINT (-120.123926 47.369506)
1292,Douglas,44.0,Hammond,L49155-1,09/21/2009,Anabaena: trichome irregularly twisted,Subdominant,117,POINT (-120.123926 47.369506)
1293,Douglas,44.0,Hammond,L49155-1,09/21/2009,Anabaena: trichome regularly coiled,Present,117,POINT (-120.123926 47.369506)
1294,Douglas,44.0,Hammond,L49155-1,09/21/2009,Anabaena: trichome straight,Present,117,POINT (-120.123926 47.369506)
1295,Douglas,44.0,Hammond,L49155-1,09/21/2009,Aphanizomenon sp.,Present,117,POINT (-120.123926 47.369506)
1296,Douglas,44.0,Hammond,L49155-1,09/21/2009,Cryptomonas sp.,Present,117,POINT (-120.123926 47.369506)
1297,Douglas,44.0,Hammond,L49155-1,09/21/2009,Gymnodinium sp.,Present,117,POINT (-120.123926 47.369506)
1298,Douglas,44.0,Hammond,L49155-1,09/21/2009,Mallomonas sp.,Present,117,POINT (-120.123926 47.369506)
1299,Douglas,44.0,Hammond,L49155-1,09/21/2009,Oscillatoria sp.,Dominant,117,POINT (-120.123926 47.369506)
1300,Douglas,44.0,Hammond,L49155-1,09/21/2009,Stephanodiscus sp.,Present,117,POINT (-120.123926 47.369506)
1301,Douglas,44.0,Hammond,L49155-1,09/21/2009,Synedra sp.,Present,117,POINT (-120.123926 47.369506)
1302,Douglas,44.0,Hammond,L49155-1,09/21/2009,Woronichinia sp.,Present,117,POINT (-120.123926 47.369506)
1303,Douglas,44.0,Hammond,L48885-1,08/17/2009,Anabaena: trichome irregularly twisted,Present,117,POINT (-120.123926 47.369506)
1304,Douglas,44.0,Hammond,L48885-1,08/17/2009,Anabaena: trichome straight,Present,117,POINT (-120.123926 47.369506)
1305,Douglas,44.0,Hammond,L48885-1,08/17/2009,Anacystis sp.,Present,117,POINT (-120.123926 47.369506)
1306,Douglas,44.0,Hammond,L48885-1,08/17/2009,Aphanizomenon sp.,Dominant,117,POINT (-120.123926 47.369506)
1307,Douglas,44.0,Hammond,L48885-1,08/17/2009,Cryptomonas sp.,Subdominant,117,POINT (-120.123926 47.369506)
1308,Douglas,44.0,Hammond,L48885-1,08/17/2009,Cymbella sp.,Present,117,POINT (-120.123926 47.369506)
1309,Douglas,44.0,Hammond,L48885-1,08/17/2009,Gomphonema sp.,Present,117,POINT (-120.123926 47.369506)
1310,Douglas,44.0,Hammond,L48885-1,08/17/2009,Mallomonas sp.,Present,117,POINT (-120.123926 47.369506)
1311,Douglas,44.0,Hammond,L48885-1,08/17/2009,Microcystis sp.,Present,117,POINT (-120.123926 47.369506)
1312,Douglas,44.0,Hammond,L48885-1,08/17/2009,Oocystis sp.,Present,117,POINT (-120.123926 47.369506)
1313,Douglas,44.0,Hammond,L48885-1,08/17/2009,Pediastrum sp.,Present,117,POINT (-120.123926 47.369506)
1314,Douglas,44.0,Hammond,L48885-1,08/17/2009,Scenedesmus sp.,Present,117,POINT (-120.123926 47.369506)
1315,Douglas,44.0,Hammond,L48885-1,08/17/2009,Schroederia sp.,Present,117,POINT (-120.123926 47.369506)
1316,Douglas,44.0,Hammond,L48885-1,08/17/2009,Stephanodiscus sp.,Present,117,POINT (-120.123926 47.369506)
1317,Douglas,44.0,Hammond,L48885-1,08/17/2009,Synedra sp.,Present,117,POINT (-120.123926 47.369506)
1318,Douglas,44.0,Hammond,L48885-1,08/17/2009,Tetraedon sp.,Present,117,POINT (-120.123926 47.369506)
1319,Douglas,44.0,Hammond,L48885-1,08/17/2009,Unicellular Green 1-3 microns,Present,117,POINT (-120.123926 47.369506)
1320,Douglas,44.0,Hammond,L48885-1,08/17/2009,Unidentified Diatom,Present,117,POINT (-120.123926 47.369506)
1321,Douglas,44.0,Hammond,L48661-1,07/23/2009,Anabaena: trichome irregularly twisted,Present,117,POINT (-120.123926 47.369506)
1322,Douglas,44.0,Hammond,L48661-1,07/23/2009,Anacystis sp.,Present,117,POINT (-120.123926 47.369506)
1323,Douglas,44.0,Hammond,L48661-1,07/23/2009,Aphanizomenon sp.,Present,117,POINT (-120.123926 47.369506)
1324,Douglas,44.0,Hammond,L48661-1,07/23/2009,Aulacoseira sp.,Present,117,POINT (-120.123926 47.369506)
1325,Douglas,44.0,Hammond,L48661-1,07/23/2009,Coelastrum sp.,Present,117,POINT (-120.123926 47.369506)
1326,Douglas,44.0,Hammond,L48661-1,07/23/2009,Cryptomonas sp.,Dominant,117,POINT (-120.123926 47.369506)
1327,Douglas,44.0,Hammond,L48661-1,07/23/2009,Cymbella sp.,Present,117,POINT (-120.123926 47.369506)
1328,Douglas,44.0,Hammond,L48661-1,07/23/2009,Mallomonas sp.,Present,117,POINT (-120.123926 47.369506)
1329,Douglas,44.0,Hammond,L48661-1,07/23/2009,Microcystis sp.,Subdominant,117,POINT (-120.123926 47.369506)
1330,Douglas,44.0,Hammond,L48661-1,07/23/2009,Oocystis sp.,Present,117,POINT (-120.123926 47.369506)
1331,Douglas,44.0,Hammond,L48661-1,07/23/2009,Oscillatoria sp.,Present,117,POINT (-120.123926 47.369506)
1332,Douglas,44.0,Hammond,L48661-1,07/23/2009,Pediastrum sp.,Present,117,POINT (-120.123926 47.369506)
1333,Douglas,44.0,Hammond,L48661-1,07/23/2009,Sphaerocystis sp.,Present,117,POINT (-120.123926 47.369506)
1334,Douglas,44.0,Hammond,L48661-1,07/23/2009,Staurastrum sp.,Present,117,POINT (-120.123926 47.369506)
1335,Douglas,44.0,Hammond,L48661-1,07/23/2009,Synedra sp.,Present,117,POINT (-120.123926 47.369506)
1336,Douglas,44.0,Hammond,L48661-1,07/23/2009,Unicellular Green 4-7 microns,Present,117,POINT (-120.123926 47.369506)
1337,Douglas,44.0,Hammond,L48661-1,07/23/2009,Unidentified Diatom,Present,117,POINT (-120.123926 47.369506)
1338,Douglas,44.0,Hammond,L48661-1,07/23/2009,Woronichinia sp.,Present,117,POINT (-120.123926 47.369506)
1339,Douglas,44.0,Hammond,L48362-1,06/11/2009,Anabaena: trichome regularly coiled,Subdominant,117,POINT (-120.123926 47.369506)
1340,Douglas,44.0,Hammond,L48362-1,06/11/2009,Aphanizomenon sp.,Dominant,117,POINT (-120.123926 47.369506)
1341,Douglas,44.0,Hammond,L48362-1,06/11/2009,Botryococcus sp.,Present,117,POINT (-120.123926 47.369506)
1342,Douglas,44.0,Hammond,L48362-1,06/11/2009,Closterium sp.,Present,117,POINT (-120.123926 47.369506)
1343,Douglas,44.0,Hammond,L48362-1,06/11/2009,Cocconeis sp.,Present,117,POINT (-120.123926 47.369506)
1344,Douglas,44.0,Hammond,L48362-1,06/11/2009,Coelastrum sp.,Present,117,POINT (-120.123926 47.369506)
1345,Douglas,44.0,Hammond,L48362-1,06/11/2009,Cryptomonas sp.,Present,117,POINT (-120.123926 47.369506)
1346,Douglas,44.0,Hammond,L48362-1,06/11/2009,Cyclotella sp.,Present,117,POINT (-120.123926 47.369506)
1347,Douglas,44.0,Hammond,L48362-1,06/11/2009,Microcystis sp.,Present,117,POINT (-120.123926 47.369506)
1348,Douglas,44.0,Hammond,L48362-1,06/11/2009,Oocystis sp.,Present,117,POINT (-120.123926 47.369506)
1349,Douglas,44.0,Hammond,L48362-1,06/11/2009,Pediastrum sp.,Present,117,POINT (-120.123926 47.369506)
1350,Douglas,44.0,Hammond,L46796-2,10/14/2008,Aphanizomenon sp.,Dominant,117,POINT (-120.123926 47.369506)
1351,Douglas,44.0,Hammond,L46796-2,10/14/2008,Aulacoseira sp.,Present,117,POINT (-120.123926 47.369506)
1352,Douglas,44.0,Hammond,L46796-2,10/14/2008,Cryptomonas sp.,Present,117,POINT (-120.123926 47.369506)
